3029	443198	192237	9174841
3009	347953	183836	9054081
3122	391298	205485	9746884
3094	378314	206929	9572836
3120	394850	212580	9734400
3023	418003	188849	9138529
3539	498422	252543	12524521
3541	508559	259526	12538681
3946	485187	298926	15570916
4381	576489	374291	19193161
3554	484135	258845	12630916
4216	510723	359305	17774656
3514	471166	246097	12348196
3009	427870	193381	9054081
3009	427870	193381	9054081
3012	425712	193027	9072144
3012	425712	193027	9072144
3012	425712	193027	9072144
3032	362588	183487	9193024
