262	3487	1355	68644
267	3190	1354	71289
294	3943	2181	86436
310	5624	2264	96100
341	5417	2924	116281
309	5655	2649	95481
346	6650	2712	119716
344	6687	2799	118336
229	2974	1126	52441
294	4499	2244	86436
385	7119	3593	148225
294	4071	2086	86436
330	7063	2633	108900
294	3923	2208	86436
320	5282	2401	102400
402	8530	3540	161604
294	4146	2114	86436
385	7449	3485	148225
457	10124	4611	208849
408	7963	4007	166464
411	9513	3534	168921
397	8478	3715	157609
346	5493	2454	119716
397	8515	3601	157609
412	8844	3993	169744
408	8942	3373	166464
414	9064	3966	171396
417	9895	4003	173889
401	8933	3481	160801
361	6992	3521	130321
293	4565	1963	85849
376	6207	3093	141376
345	6062	2812	119025
328	5580	2771	107584
398	8822	3669	158404
340	5075	2729	115600
425	8947	4257	180625
331	4719	2041	109561
318	3828	2357	101124
386	6256	3507	148996
395	7266	3440	156025
249	2845	1406	62001
406	5817	3397	164836
406	5828	3377	164836
336	5036	2683	112896
332	5039	2470	110224
351	4731	2905	123201
333	5272	2587	110889
302	4390	2232	91204
381	7315	3372	145161
381	7303	3390	145161
275	3649	1820	75625
408	7906	3481	166464
408	7955	3514	166464
369	7633	3451	136161
467	6955	4158	218089
370	6671	2700	136900
294	4659	2109	86436
334	5774	2364	111556
379	6561	3327	143641
316	4722	2487	99856
376	7582	3253	141376
354	6401	2614	125316
328	5241	2183	107584
301	4506	2153	90601
301	4663	2184	90601
421	8579	4095	177241
298	4510	2069	88804
251	3110	1323	63001
334	6482	2838	111556
357	6525	2873	127449
302	4627	2089	91204
305	4872	2224	93025
301	4509	2169	90601
357	6278	2918	127449
301	4495	2174	90601
360	6995	2433	129600
406	8730	4358	164836
447	12130	4716	199809
486	13541	5811	236196
359	6928	3024	128881
359	5881	2661	128881
294	4421	2291	86436
383	8284	3160	146689
307	5247	2260	94249
377	7873	2885	142129
377	7895	2968	142129
317	5841	2606	100489
389	7743	3577	151321
331	5381	2541	109561
252	3381	1374	63504
296	4963	1913	87616
349	6146	2518	121801
355	5839	2975	126025
307	4679	2269	94249
301	3404	2189	90601
295	3891	2043	87025
278	4838	1830	77284
293	4974	1917	85849
281	4324	1677	78961
285	4345	1708	81225
293	4690	1997	85849
327	4888	2325	106929
355	6686	2744	126025
293	4321	2058	85849
281	4029	1755	78961
318	4818	2096	101124
303	4201	2073	91809
318	5646	2619	101124
356	5855	2767	126736
311	4592	2306	96721
312	4632	2518	97344
285	3822	1741	81225
330	5483	2179	108900
377	7078	2866	142129
320	6209	2570	102400
367	5799	3387	134689
328	6096	2713	107584
375	7203	3221	140625
377	6258	3350	142129
475	11991	5119	225625
316	4789	2319	99856
317	4893	2254	100489
323	5119	2282	104329
317	4982	2280	100489
340	7006	2860	115600
362	6787	2662	131044
433	10631	4083	187489
375	6926	3220	140625
289	4525	2125	83521
327	4558	2549	106929
327	4523	2348	106929
326	4780	2346	106276
331	6009	3024	109561
349	6552	3242	121801
339	6239	2502	114921
313	4659	2303	97969
312	5224	2209	97344
344	5018	2681	118336
339	6541	2797	114921
350	6161	2277	122500
347	6697	3059	120409
347	5634	2189	120409
313	4726	2361	97969
319	6059	2571	101761
298	4008	2190	88804
321	6064	2456	103041
340	6070	2964	115600
411	9292	4197	168921
351	6527	2653	123201
331	4776	2844	109561
384	7491	3335	147456
398	9310	3374	158404
371	5843	3349	137641
422	11667	3970	178084
356	6045	2938	126736
302	4670	1914	91204
412	8589	4313	169744
301	3448	2197	90601
416	5709	4288	173056
252	3191	1629	63504
423	10252	3566	178929
325	5898	2731	105625
233	2882	1368	54289
305	5219	1889	93025
